policy,candle,fee_bps
BAHook,931,16.0
BAHook,931,21.0
BAHook,931,85.0
BAHook,932,80.0
BAHook,932,16.0
BAHook,933,21.0
BAHook,933,75.0
BAHook,934,26.0
BAHook,934,80.0
BAHook,935,21.0
BAHook,935,85.0
BAHook,936,16.0
BAHook,936,80.0
BAHook,937,85.0
BAHook,937,21.0
BAHook,938,90.0
BAHook,938,16.0
BAHook,939,11.0
BAHook,939,85.0
BAHook,940,16.0
BAHook,940,90.0
BAHook,941,11.0
BAHook,941,95.0
BAHook,942,6.0
BAHook,942,100.0
BAHook,943,1.0
BAHook,943,95.0
BAHook,944,100.0
BAHook,944,6.0
BAHook,945,1.0
BAHook,945,95.0
BAHook,946,6.0
BAHook,946,90.0
BAHook,947,11.0
BAHook,947,95.0
BAHook,948,6.0
BAHook,948,100.0
BAHook,949,100.0
BAHook,949,1.0
BAHook,950,95.0
BAHook,950,1.0
BAHook,951,6.0
BAHook,951,90.0
BAHook,952,11.0
BAHook,952,95.0
BAHook,953,6.0
BAHook,953,90.0
BAHook,954,11.0
BAHook,954,85.0
BAHook,955,16.0
BAHook,955,90.0
BAHook,956,85.0
BAHook,956,11.0
BAHook,957,16.0
BAHook,957,90.0
BAHook,958,11.0
BAHook,958,85.0
BAHook,959,16.0
BAHook,959,80.0
BAHook,960,21.0
BAHook,960,75.0
BAHook,961,80.0
BAHook,961,26.0
BAHook,962,21.0
BAHook,962,75.0
BAHook,963,26.0
BAHook,963,70.0
BAHook,964,31.0
BAHook,964,75.0
BAHook,965,26.0
BAHook,965,80.0
BAHook,966,75.0
BAHook,966,21.0
BAHook,967,26.0
BAHook,967,70.0
BAHook,968,31.0
BAHook,968,65.0
BAHook,969,36.0
BAHook,969,70.0
BAHook,970,31.0
BAHook,970,75.0
BAHook,971,26.0
BAHook,971,70.0
BAHook,972,65.0
BAHook,972,31.0
BAHook,973,36.0
BAHook,973,70.0
BAHook,973,31.0
BAHook,974,31.0
BAHook,974,65.0
BAHook,975,36.0
BAHook,975,70.0
BAHook,975,31.0
BAHook,976,31.0
BAHook,976,75.0
BAHook,977,80.0
BAHook,977,26.0
BAHook,978,21.0
BAHook,978,85.0
BAHook,979,16.0
BAHook,979,90.0
BAHook,980,11.0
BAHook,980,85.0
BAHook,980,16.0
BAHook,981,90.0
BAHook,981,16.0
BAHook,981,11.0
BAHook,982,95.0
BAHook,982,11.0
BAHook,983,6.0
BAHook,983,90.0
BAHook,984,11.0
BAHook,984,85.0
BAHook,985,16.0
BAHook,985,80.0
BAHook,986,21.0
BAHook,986,75.0
BAHook,987,26.0
BAHook,987,80.0
BAHook,988,75.0
BAHook,988,21.0
BAHook,989,26.0
BAHook,989,70.0
BAHook,990,31.0
BAHook,990,75.0
BAHook,991,26.0
BAHook,991,80.0
BAHook,992,21.0
BAHook,992,85.0
BAHook,992,16.0
BAHook,993,90.0
BAHook,993,16.0
BAHook,994,11.0
BAHook,994,95.0
BAHook,995,6.0
BAHook,995,100.0
BAHook,995,1.0
BAHook,996,1.0
BAHook,996,95.0
BAHook,997,6.0
BAHook,997,100.0
BAHook,998,100.0
BAHook,998,1.0
BAHook,999,1.0
BAHook,999,100.0
BAHook,1000,1.0
BAHook,1000,95.0
BAHook,1001,6.0
BAHook,1001,90.0
BAHook,1002,11.0
BAHook,1002,95.0
BAHook,1003,6.0
BAHook,1003,100.0
BAHook,1004,95.0
BAHook,1004,1.0
BAHook,1005,6.0
BAHook,1005,90.0
BAHook,1006,11.0
BAHook,1006,95.0
BAHook,1007,6.0
BAHook,1007,100.0
BAHook,1008,1.0
BAHook,1008,95.0
BAHook,1009,6.0
BAHook,1009,90.0
BAHook,1010,85.0
BAHook,1010,11.0
BAHook,1011,16.0
BAHook,1011,90.0
BAHook,1012,11.0
BAHook,1012,85.0
BAHook,1013,16.0
BAHook,1013,80.0
BAHook,1014,21.0
BAHook,1014,85.0
BAHook,1015,90.0
BAHook,1015,16.0
BAHook,1016,16.0
BAHook,1016,11.0
BAHook,1016,85.0
BAHook,1017,16.0
BAHook,1017,90.0
BAHook,1018,11.0
BAHook,1018,85.0
BAHook,1019,16.0
BAHook,1019,80.0
BAHook,1020,85.0
BAHook,1020,21.0
BAHook,1021,90.0
BAHook,1021,16.0
BAHook,1022,11.0
BAHook,1022,95.0
BAHook,1023,6.0
BAHook,1023,100.0
BAHook,1024,1.0
BAHook,1024,100.0
BAHook,1025,1.0
BAHook,1025,100.0
BAHook,1026,100.0
BAHook,1026,1.0
BAHook,1027,100.0
BAHook,1027,1.0
BAHook,1028,1.0
BAHook,1028,100.0
BAHook,1029,1.0
BAHook,1029,100.0
BAHook,1030,1.0
BAHook,1030,95.0
BAHook,1031,6.0
BAHook,1031,90.0
BAHook,1032,11.0
BAHook,1032,95.0
BAHook,1033,100.0
BAHook,1033,6.0
BAHook,1034,1.0
BAHook,1034,95.0
BAHook,1035,6.0
BAHook,1035,90.0
BAHook,1036,11.0
BAHook,1036,95.0
BAHook,1037,6.0
BAHook,1037,100.0
BAHook,1038,95.0
BAHook,1038,1.0
BAHook,1039,6.0
BAHook,1039,100.0
BAHook,1040,1.0
BAHook,1040,100.0
BAHook,1041,1.0
BAHook,1041,100.0
BAHook,1042,1.0
BAHook,1042,100.0
BAHook,1043,95.0
BAHook,1043,1.0
BAHook,1044,6.0
BAHook,1044,90.0
BAHook,1045,11.0
BAHook,1045,85.0
BAHook,1046,16.0
BAHook,1046,80.0
BAHook,1047,21.0
BAHook,1047,75.0
BAHook,1048,26.0
BAHook,1048,80.0
BAHook,1049,85.0
BAHook,1049,21.0
BAHook,1050,16.0
BAHook,1050,80.0
BAHook,1051,21.0
BAHook,1051,85.0
BAHook,1052,16.0
BAHook,1052,80.0
BAHook,1053,21.0
BAHook,1053,75.0
BAHook,1054,80.0
BAHook,1054,26.0
BAHook,1055,21.0
BAHook,1055,75.0
BAHook,1056,26.0
BAHook,1056,70.0
BAHook,1057,31.0
BAHook,1057,75.0
BAHook,1058,26.0
BAHook,1058,80.0
BAHook,1059,85.0
BAHook,1059,21.0
BAHook,1060,90.0
BAHook,1060,16.0
BAHook,1061,11.0
BAHook,1061,85.0
BAHook,1062,16.0
BAHook,1062,80.0
BAHook,1063,21.0
BAHook,1063,85.0
BAHook,1064,16.0
BAHook,1064,90.0
BAHook,1065,95.0
BAHook,1065,11.0
BAHook,1066,6.0
BAHook,1066,90.0
BAHook,1067,11.0
BAHook,1067,85.0
BAHook,1068,16.0
BAHook,1068,90.0
BAHook,1069,11.0
BAHook,1069,85.0
BAHook,1070,16.0
BAHook,1070,80.0
BAHook,1071,21.0
BAHook,1071,75.0
BAHook,1072,80.0
BAHook,1072,26.0
BAHook,1073,85.0
BAHook,1073,21.0
BAHook,1074,16.0
BAHook,1074,80.0
BAHook,1075,21.0
BAHook,1075,75.0
BAHook,1076,26.0
BAHook,1076,80.0
BAHook,1077,21.0
BAHook,1077,85.0
BAHook,1078,16.0
BAHook,1078,80.0
BAHook,1079,16.0
BAHook,1079,85.0
BAHook,1079,21.0
BAHook,1080,16.0
BAHook,1080,80.0
BAHook,1081,21.0
BAHook,1081,85.0
BAHook,1082,16.0
BAHook,1082,80.0
BAHook,1082,21.0
BAHook,1083,21.0
BAHook,1083,85.0
BAHook,1084,90.0
BAHook,1084,16.0
BAHook,1085,11.0
BAHook,1085,85.0
BAHook,1086,16.0
BAHook,1086,90.0
BAHook,1087,11.0
BAHook,1087,95.0
BAHook,1088,6.0
BAHook,1088,100.0
BAHook,1089,1.0
BAHook,1089,100.0
BAHook,1090,100.0
BAHook,1090,1.0
BAHook,1091,1.0
BAHook,1091,100.0
BAHook,1092,1.0
BAHook,1092,100.0
BAHook,1093,1.0
BAHook,1093,100.0
BAHook,1094,1.0
BAHook,1094,95.0
BAHook,1095,100.0
BAHook,1095,6.0
BAHook,1096,1.0
BAHook,1096,100.0
BAHook,1097,1.0
BAHook,1097,100.0
BAHook,1098,1.0
BAHook,1098,95.0
BAHook,1099,6.0
BAHook,1099,100.0
BAHook,1100,95.0
BAHook,1100,1.0
BAHook,1101,6.0
BAHook,1101,100.0
BAHook,1102,1.0
BAHook,1102,100.0
BAHook,1103,1.0
BAHook,1103,100.0
BAHook,1104,1.0
BAHook,1104,95.0
BAHook,1105,6.0
BAHook,1105,100.0
BAHook,1106,100.0
BAHook,1106,1.0
BAHook,1107,1.0
BAHook,1107,100.0
BAHook,1108,1.0
BAHook,1108,95.0
BAHook,1109,6.0
BAHook,1109,90.0
BAHook,1110,11.0
BAHook,1110,95.0
BAHook,1111,100.0
BAHook,1111,6.0
BAHook,1112,1.0
BAHook,1112,100.0
BAHook,1113,1.0
BAHook,1113,100.0
BAHook,1113,1.0
BAHook,1114,1.0
BAHook,1114,100.0
BAHook,1115,1.0
BAHook,1115,95.0
BAHook,1116,6.0
BAHook,1116,90.0
BAHook,1117,95.0
BAHook,1117,11.0
BAHook,1118,6.0
BAHook,1118,90.0
BAHook,1119,11.0
BAHook,1119,95.0
BAHook,1120,6.0
BAHook,1120,90.0
BAHook,1121,11.0
BAHook,1121,85.0
BAHook,1122,80.0
BAHook,1122,16.0
BAHook,1123,21.0
BAHook,1123,75.0
BAHook,1124,26.0
BAHook,1124,70.0
BAHook,1125,31.0
BAHook,1125,65.0
BAHook,1126,36.0
BAHook,1126,70.0
BAHook,1127,75.0
BAHook,1127,31.0
BAHook,1128,21.0
BAHook,1128,80.0
BAHook,1128,26.0
BAHook,1129,21.0
BAHook,1129,75.0
BAHook,1130,26.0
BAHook,1130,70.0
BAHook,1131,31.0
BAHook,1131,65.0
BAHook,1132,36.0
BAHook,1132,60.0
BAHook,1133,55.0
BAHook,1133,41.0
BAHook,1134,46.0
BAHook,1134,60.0
BAHook,1135,41.0
BAHook,1135,55.0
BAHook,1136,46.0
BAHook,1136,50.0
BAHook,1137,51.0
BAHook,1137,45.0
BAHook,1138,40.0
BAHook,1138,56.0
BAHook,1139,45.0
BAHook,1139,61.0
BAHook,1140,56.0
BAHook,1140,50.0
BAHook,1141,51.0
BAHook,1141,45.0
BAHook,1142,56.0
BAHook,1142,50.0
BAHook,1143,51.0
BAHook,1143,55.0
BAHook,1144,60.0
BAHook,1144,46.0
BAHook,1145,41.0
BAHook,1145,55.0
BAHook,1146,46.0
BAHook,1146,50.0
BAHook,1147,51.0
BAHook,1147,55.0
BAHook,1148,46.0
BAHook,1148,60.0
BAHook,1149,41.0
BAHook,1149,55.0
BAHook,1150,50.0
BAHook,1150,46.0
BAHook,1151,51.0
BAHook,1151,45.0
BAHook,1152,56.0
BAHook,1152,40.0
BAHook,1153,61.0
BAHook,1153,35.0
BAHook,1154,66.0
BAHook,1154,40.0
BAHook,1155,35.0
BAHook,1155,61.0
BAHook,1156,30.0
BAHook,1156,66.0
BAHook,1157,71.0
BAHook,1157,35.0
BAHook,1158,66.0
BAHook,1158,30.0
BAHook,1159,71.0
BAHook,1159,25.0
BAHook,1160,76.0
BAHook,1160,30.0
BAHook,1161,71.0
BAHook,1161,35.0
BAHook,1162,66.0
BAHook,1162,30.0
BAHook,1163,25.0
BAHook,1163,71.0
BAHook,1164,76.0
BAHook,1164,20.0
BAHook,1165,81.0
BAHook,1165,15.0
BAHook,1166,86.0
BAHook,1166,20.0
BAHook,1167,81.0
BAHook,1167,15.0
BAHook,1168,10.0
BAHook,1168,86.0
BAHook,1169,91.0
BAHook,1169,15.0
BAHook,1169,86.0
BAHook,1170,86.0
BAHook,1170,10.0
BAHook,1171,91.0
BAHook,1171,15.0
BAHook,1172,86.0
BAHook,1172,10.0
BAHook,1173,91.0
BAHook,1173,15.0
BAHook,1174,20.0
BAHook,1174,86.0
BAHook,1175,81.0
BAHook,1175,15.0
BAHook,1176,86.0
BAHook,1176,10.0
BAHook,1177,91.0
BAHook,1177,15.0
BAHook,1178,86.0
BAHook,1178,20.0
BAHook,1179,15.0
BAHook,1179,81.0
BAHook,1180,20.0
BAHook,1180,86.0
BAHook,1181,81.0
BAHook,1181,15.0
BAHook,1182,86.0
BAHook,1182,10.0
BAHook,1183,91.0
BAHook,1183,15.0
BAHook,1184,86.0
BAHook,1184,10.0
BAHook,1185,5.0
BAHook,1185,91.0
BAHook,1186,10.0
BAHook,1186,96.0
BAHook,1187,91.0
BAHook,1187,15.0
BAHook,1188,86.0
BAHook,1188,10.0
BAHook,1189,91.0
BAHook,1189,5.0
BAHook,1190,96.0
BAHook,1190,10.0
BAHook,1191,91.0
BAHook,1191,5.0
BAHook,1192,10.0
BAHook,1192,96.0
BAHook,1193,91.0
BAHook,1193,15.0
BAHook,1194,86.0
BAHook,1194,10.0
BAHook,1195,91.0
BAHook,1195,5.0
BAHook,1196,96.0
BAHook,1196,1.0
BAHook,1197,6.0
BAHook,1197,100.0
BAHook,1198,1.0
BAHook,1198,95.0
BAHook,1199,100.0
BAHook,1199,1.0
BAHook,1200,100.0
BAHook,1200,1.0
BAHook,1201,100.0
BAHook,1201,6.0
BAHook,1202,95.0
BAHook,1202,11.0
BAHook,1203,90.0
BAHook,1203,16.0
BAHook,1204,21.0
BAHook,1204,85.0
BAHook,1205,80.0
BAHook,1205,16.0
BAHook,1206,85.0
BAHook,1206,21.0
BAHook,1207,80.0
BAHook,1207,16.0
BAHook,1208,11.0
BAHook,1208,85.0
BAHook,1209,16.0
BAHook,1209,90.0
BAHook,1210,85.0
BAHook,1210,21.0
BAHook,1211,80.0
BAHook,1211,26.0
BAHook,1212,75.0
BAHook,1212,21.0
BAHook,1213,80.0
BAHook,1213,26.0
BAHook,1214,75.0
BAHook,1214,21.0
BAHook,1215,16.0
BAHook,1215,80.0
BAHook,1216,85.0
BAHook,1216,21.0
BAHook,1217,80.0
BAHook,1217,16.0
BAHook,1218,85.0
BAHook,1218,21.0
BAHook,1219,80.0
BAHook,1219,16.0
BAHook,1220,21.0
BAHook,1220,85.0
BAHook,1221,80.0
BAHook,1221,26.0
BAHook,1222,75.0
BAHook,1222,21.0
BAHook,1223,80.0
BAHook,1223,26.0
BAHook,1224,75.0
BAHook,1224,21.0
BAHook,1225,26.0
BAHook,1225,80.0
BAHook,1226,75.0
BAHook,1226,31.0
BAHook,1227,70.0
BAHook,1227,26.0
BAHook,1228,75.0
BAHook,1228,21.0
BAHook,1229,80.0
BAHook,1229,26.0
BAHook,1230,75.0
BAHook,1230,31.0
BAHook,1231,36.0
BAHook,1231,70.0
BAHook,1232,65.0
BAHook,1232,41.0
BAHook,1233,60.0
BAHook,1233,36.0
BAHook,1234,65.0
BAHook,1234,41.0
BAHook,1235,60.0
BAHook,1235,36.0
BAHook,1236,31.0
BAHook,1236,65.0
BAHook,1237,70.0
BAHook,1237,26.0
BAHook,1238,75.0
BAHook,1238,21.0
BAHook,1239,80.0
BAHook,1239,26.0
BAHook,1240,75.0
BAHook,1240,21.0
BAHook,1241,26.0
BAHook,1241,80.0
BAHook,1242,21.0
BAHook,1242,75.0
BAHook,1243,80.0
BAHook,1243,26.0
BAHook,1244,75.0
BAHook,1244,21.0
BAHook,1245,80.0
BAHook,1245,16.0
BAHook,1246,85.0
BAHook,1246,11.0
BAHook,1247,6.0
BAHook,1247,90.0
BAHook,1248,95.0
BAHook,1248,11.0
BAHook,1249,90.0
BAHook,1249,6.0
BAHook,1250,95.0
BAHook,1250,11.0
BAHook,1251,90.0
BAHook,1251,6.0
BAHook,1252,95.0
BAHook,1252,1.0
BAHook,1253,100.0
BAHook,1253,6.0
BAHook,1254,1.0
BAHook,1254,95.0
BAHook,1255,1.0
BAHook,1255,100.0
BAHook,1256,100.0
BAHook,1256,6.0
BAHook,1257,95.0
BAHook,1257,11.0
BAHook,1258,90.0
BAHook,1258,6.0
BAHook,1259,95.0
BAHook,1259,11.0
BAHook,1260,16.0
BAHook,1260,90.0
BAHook,1261,85.0
BAHook,1261,21.0
BAHook,1262,80.0
BAHook,1262,16.0
BAHook,1263,85.0
BAHook,1263,11.0
BAHook,1264,90.0
BAHook,1264,6.0
BAHook,1265,95.0
BAHook,1265,1.0
BAHook,1266,6.0
BAHook,1266,100.0
BAHook,1267,95.0
BAHook,1267,11.0
BAHook,1268,90.0
BAHook,1268,6.0
BAHook,1269,95.0
BAHook,1269,11.0
BAHook,1270,90.0
BAHook,1270,6.0
BAHook,1271,11.0
BAHook,1271,95.0
BAHook,1272,16.0
BAHook,1272,90.0
BAHook,1273,85.0
BAHook,1273,21.0
BAHook,1274,80.0
BAHook,1274,26.0
BAHook,1275,75.0
BAHook,1275,31.0
BAHook,1276,70.0
BAHook,1276,26.0
BAHook,1277,75.0
BAHook,1277,31.0
BAHook,1278,36.0
BAHook,1278,70.0
BAHook,1279,65.0
BAHook,1279,41.0
BAHook,1280,60.0
BAHook,1280,36.0
BAHook,1281,65.0
BAHook,1281,31.0
BAHook,1282,70.0
BAHook,1282,26.0
BAHook,1283,31.0
BAHook,1283,75.0
BAHook,1284,70.0
BAHook,1284,36.0
BAHook,1285,65.0
BAHook,1285,41.0
BAHook,1286,60.0
BAHook,1286,46.0
BAHook,1287,55.0
BAHook,1287,41.0
BAHook,1288,36.0
BAHook,1288,60.0
BAHook,1289,41.0
BAHook,1289,65.0
BAHook,1290,60.0
BAHook,1290,46.0
BAHook,1291,55.0
BAHook,1291,51.0
BAHook,1292,50.0
BAHook,1292,46.0
BAHook,1293,55.0
BAHook,1293,41.0
BAHook,1294,46.0
BAHook,1294,60.0
BAHook,1295,55.0
BAHook,1295,41.0
BAHook,1296,60.0
BAHook,1296,36.0
BAHook,1297,65.0
BAHook,1297,31.0
BAHook,1298,70.0
BAHook,1298,36.0
BAHook,1299,65.0
BAHook,1299,31.0
BAHook,1300,26.0
BAHook,1300,70.0
BAHook,1301,31.0
BAHook,1301,75.0
BAHook,1302,70.0
BAHook,1302,36.0
BAHook,1303,65.0
BAHook,1303,31.0
BAHook,1304,70.0
BAHook,1304,36.0
BAHook,1305,65.0
BAHook,1305,41.0
BAHook,1306,60.0
BAHook,1306,46.0
BAHook,1307,41.0
BAHook,1307,55.0
BAHook,1308,60.0
BAHook,1308,46.0
BAHook,1309,55.0
BAHook,1309,41.0
BAHook,1310,60.0
BAHook,1310,46.0
BAHook,1311,55.0
BAHook,1311,41.0
BAHook,1312,46.0
BAHook,1312,60.0
BAHook,1313,51.0
BAHook,1313,55.0
BAHook,1314,50.0
BAHook,1314,46.0
BAHook,1315,55.0
BAHook,1315,51.0
BAHook,1316,50.0
BAHook,1316,56.0
BAHook,1317,45.0
BAHook,1317,61.0
BAHook,1318,40.0
BAHook,1318,56.0
BAHook,1319,61.0
BAHook,1319,45.0
BAHook,1320,40.0
BAHook,1320,56.0
BAHook,1321,45.0
BAHook,1321,51.0
BAHook,1322,50.0
BAHook,1322,56.0
BAHook,1323,45.0
BAHook,1323,61.0
BAHook,1324,56.0
BAHook,1324,40.0
BAHook,1325,45.0
BAHook,1325,61.0
BAHook,1326,40.0
BAHook,1326,66.0
BAHook,1327,35.0
BAHook,1327,71.0
BAHook,1328,30.0
BAHook,1328,76.0
BAHook,1329,81.0
BAHook,1329,25.0
BAHook,1330,20.0
BAHook,1330,76.0
BAHook,1331,25.0
BAHook,1331,71.0
BAHook,1332,30.0
BAHook,1332,76.0
BAHook,1333,25.0
BAHook,1333,81.0
BAHook,1334,20.0
BAHook,1334,86.0
BAHook,1335,81.0
BAHook,1335,15.0
BAHook,1336,20.0
BAHook,1336,86.0
BAHook,1337,15.0
BAHook,1337,91.0
BAHook,1338,10.0
BAHook,1338,96.0
BAHook,1339,5.0
BAHook,1339,100.0
BAHook,1340,95.0
BAHook,1340,1.0
BAHook,1341,100.0
BAHook,1341,6.0
BAHook,1342,1.0
BAHook,1342,95.0
BAHook,1343,6.0
BAHook,1343,90.0
BAHook,1344,11.0
BAHook,1344,95.0
BAHook,1345,6.0
BAHook,1345,100.0
BAHook,1346,1.0
BAHook,1346,95.0
BAHook,1347,90.0
BAHook,1347,6.0
BAHook,1348,11.0
BAHook,1348,85.0
BAHook,1349,16.0
BAHook,1349,90.0
BAHook,1350,11.0
BAHook,1350,85.0
BAHook,1351,16.0
BAHook,1351,80.0
BAHook,1352,75.0
BAHook,1352,21.0
BAHook,1353,26.0
BAHook,1353,80.0
BAHook,1354,21.0
BAHook,1354,75.0
BAHook,1355,26.0
BAHook,1355,80.0
BAHook,1356,21.0
BAHook,1356,85.0
BAHook,1357,80.0
BAHook,1357,16.0
BAHook,1358,75.0
BAHook,1358,21.0
BAHook,1359,26.0
BAHook,1359,70.0
BAHook,1360,31.0
BAHook,1360,75.0
BAHook,1361,26.0
BAHook,1361,70.0
BAHook,1362,31.0
BAHook,1362,75.0
BAHook,1363,26.0
BAHook,1363,70.0
BAHook,1364,75.0
BAHook,1364,31.0
BAHook,1365,26.0
BAHook,1365,70.0
BAHook,1366,31.0
BAHook,1366,75.0
BAHook,1367,26.0
BAHook,1367,70.0
BAHook,1368,31.0
BAHook,1368,65.0
BAHook,1368,36.0
BAHook,1369,60.0
BAHook,1369,36.0
BAHook,1370,41.0
BAHook,1370,65.0
BAHook,1371,36.0
BAHook,1371,70.0
BAHook,1372,31.0
BAHook,1372,65.0
BAHook,1373,36.0
BAHook,1373,60.0
BAHook,1374,55.0
BAHook,1374,41.0
BAHook,1375,46.0
BAHook,1375,60.0
BAHook,1376,41.0
BAHook,1376,55.0
BAHook,1377,46.0
BAHook,1377,60.0
BAHook,1378,41.0
BAHook,1378,55.0
BAHook,1379,50.0
BAHook,1379,46.0
BAHook,1380,45.0
BAHook,1380,51.0
BAHook,1381,56.0
BAHook,1381,50.0
BAHook,1382,51.0
BAHook,1382,55.0
BAHook,1383,46.0
BAHook,1383,50.0
BAHook,1384,51.0
BAHook,1384,45.0
BAHook,1385,40.0
BAHook,1385,56.0
BAHook,1386,61.0
BAHook,1386,45.0
BAHook,1387,56.0
BAHook,1387,50.0
BAHook,1388,51.0
BAHook,1388,55.0
BAHook,1389,46.0
BAHook,1389,60.0
BAHook,1390,41.0
BAHook,1390,55.0
BAHook,1391,50.0
BAHook,1391,46.0
BAHook,1392,55.0
BAHook,1392,51.0
BAHook,1393,46.0
BAHook,1393,50.0
BAHook,1394,51.0
BAHook,1394,45.0
BAHook,1395,56.0
BAHook,1395,40.0
BAHook,1396,61.0
BAHook,1396,35.0
BAHook,1397,66.0
BAHook,1397,30.0
BAHook,1398,35.0
BAHook,1398,71.0
BAHook,1399,66.0
BAHook,1399,40.0
BAHook,1400,61.0
BAHook,1400,35.0
BAHook,1401,66.0
BAHook,1401,40.0
BAHook,1402,61.0
BAHook,1402,45.0
BAHook,1403,40.0
BAHook,1403,56.0
BAHook,1404,35.0
BAHook,1404,61.0
BAHook,1405,66.0
BAHook,1405,30.0
BAHook,1406,71.0
BAHook,1406,25.0
BAHook,1407,76.0
BAHook,1407,20.0
BAHook,1408,81.0
BAHook,1408,25.0
BAHook,1409,76.0
BAHook,1409,30.0
BAHook,1410,25.0
BAHook,1410,71.0
BAHook,1411,76.0
BAHook,1411,20.0
BAHook,1412,81.0
BAHook,1412,25.0
BAHook,1413,76.0
BAHook,1413,30.0
BAHook,1414,71.0
BAHook,1414,25.0
BAHook,1415,30.0
BAHook,1415,76.0
BAHook,1416,71.0
BAHook,1416,25.0
BAHook,1417,76.0
BAHook,1417,20.0
BAHook,1418,81.0
BAHook,1418,25.0
BAHook,1419,76.0
BAHook,1419,20.0
BAHook,1420,25.0
BAHook,1420,81.0
BAHook,1421,76.0
BAHook,1421,30.0
BAHook,1422,71.0
BAHook,1422,35.0
BAHook,1423,66.0
BAHook,1423,30.0
BAHook,1424,71.0
BAHook,1424,35.0
BAHook,1425,66.0
BAHook,1425,30.0
BAHook,1426,25.0
BAHook,1426,71.0
BAHook,1427,76.0
BAHook,1427,30.0
BAHook,1428,71.0
BAHook,1428,35.0
BAHook,1429,66.0
BAHook,1429,40.0
BAHook,1430,61.0
BAHook,1430,35.0
BAHook,1431,40.0
BAHook,1431,66.0
BAHook,1432,45.0
BAHook,1432,61.0
BAHook,1433,56.0
BAHook,1433,50.0
BAHook,1434,51.0
BAHook,1434,45.0
BAHook,1435,56.0
BAHook,1435,50.0
BAHook,1436,51.0
BAHook,1436,45.0
BAHook,1437,56.0
BAHook,1437,40.0
BAHook,1438,61.0
BAHook,1438,35.0
BAHook,1439,66.0
BAHook,1439,40.0
DAHook,60,19.0
DAHook,61,20.0
DAHook,64,21.0
DAHook,68,38.0
DAHook,69,39.0
DAHook,70,40.0
DAHook,71,41.0
DAHook,76,18.0
DAHook,80,19.0
DAHook,82,20.0
DAHook,87,39.0
DAHook,88,40.0
DAHook,89,41.0
DAHook,90,42.0
DAHook,92,17.0
DAHook,94,42.0
DAHook,97,17.0
DAHook,98,18.0
DAHook,99,19.0
DAHook,101,20.0
DAHook,105,21.0
DAHook,108,22.0
DAHook,113,37.0
DAHook,115,38.0
DAHook,116,39.0
DAHook,118,40.0
DAHook,120,41.0
DAHook,123,42.0
DAHook,125,17.0
DAHook,126,18.0
DAHook,129,19.0
DAHook,130,20.0
DAHook,139,21.0
DAHook,141,38.0
DAHook,142,39.0
DAHook,144,40.0
DAHook,146,41.0
DAHook,149,42.0
DAHook,150,17.0
DAHook,153,18.0
DAHook,154,19.0
DAHook,162,40.0
DAHook,163,19.0
DAHook,165,40.0
DAHook,166,41.0
DAHook,167,42.0
DAHook,168,43.0
DAHook,169,44.0
DAHook,170,45.0
DAHook,171,46.0
DAHook,175,47.0
DAHook,180,12.0
DAHook,181,13.0
DAHook,184,14.0
DAHook,185,45.0
DAHook,191,14.0
DAHook,195,15.0
DAHook,196,16.0
DAHook,197,17.0
DAHook,202,18.0
DAHook,203,19.0
DAHook,205,20.0
DAHook,208,39.0
DAHook,210,40.0
DAHook,216,41.0
DAHook,217,42.0
DAHook,218,17.0
DAHook,222,42.0
DAHook,225,17.0
DAHook,233,18.0
DAHook,234,19.0
DAHook,239,40.0
DAHook,242,19.0
DAHook,244,20.0
DAHook,247,39.0
DAHook,249,40.0
DAHook,251,19.0
DAHook,254,20.0
DAHook,255,21.0
DAHook,256,22.0
DAHook,258,23.0
DAHook,261,24.0
DAHook,263,35.0
DAHook,264,36.0
DAHook,265,37.0
DAHook,266,38.0
DAHook,269,39.0
DAHook,279,20.0
DAHook,287,21.0
DAHook,288,22.0
DAHook,289,23.0
DAHook,290,24.0
DAHook,295,25.0
DAHook,298,34.0
DAHook,301,35.0
DAHook,302,36.0
DAHook,303,37.0
DAHook,307,22.0
DAHook,308,23.0
DAHook,309,24.0
DAHook,311,25.0
DAHook,313,34.0
DAHook,315,35.0
DAHook,319,24.0
DAHook,321,25.0
DAHook,322,26.0
DAHook,323,27.0
DAHook,325,28.0
DAHook,330,31.0
DAHook,331,32.0
DAHook,332,33.0
DAHook,334,34.0
DAHook,337,25.0
DAHook,343,34.0
DAHook,344,25.0
DAHook,345,34.0
DAHook,346,35.0
DAHook,348,24.0
DAHook,351,25.0
DAHook,352,34.0
DAHook,357,25.0
DAHook,359,26.0
DAHook,361,33.0
DAHook,364,34.0
DAHook,366,35.0
DAHook,371,24.0
DAHook,372,25.0
DAHook,373,26.0
DAHook,378,33.0
DAHook,379,34.0
DAHook,383,25.0
DAHook,389,26.0
DAHook,391,27.0
DAHook,396,32.0
DAHook,397,33.0
DAHook,401,26.0
DAHook,402,27.0
DAHook,403,28.0
DAHook,405,29.0
DAHook,410,30.0
DAHook,411,31.0
DAHook,412,32.0
DAHook,422,33.0
DAHook,423,34.0
DAHook,426,25.0
DAHook,427,26.0
DAHook,428,27.0
DAHook,430,32.0
DAHook,432,33.0
DAHook,434,34.0
DAHook,435,35.0
DAHook,436,36.0
DAHook,440,23.0
DAHook,444,24.0
DAHook,446,25.0
DAHook,450,34.0
DAHook,458,25.0
DAHook,462,34.0
DAHook,464,25.0
